N,D,bonus,condition,seed,update,eat0,eat1,selectivity,zaps,ret
12,100,4,none,0,28,63.58984375,73.58984375,0.0,54.46875,-0.06510281562805176
12,100,4,none,0,29,64.99609375,73.265625,0.0,54.46484375,-0.34628766775131226
12,100,4,none,0,30,64.328125,73.84375,0.0,55.12109375,-0.11152204126119614
12,100,4,none,0,31,63.8828125,73.66796875,0.0,54.56640625,0.10976704210042953
12,100,4,none,0,32,64.140625,73.7890625,0.0,55.55078125,0.21119937300682068
12,100,4,none,0,33,64.86328125,74.09765625,0.0,55.15234375,0.010808706283569336
12,100,4,none,0,34,64.51171875,74.3671875,0.0,55.39453125,-0.015200376510620117
12,100,4,none,0,35,64.2734375,75.05859375,0.0,55.24609375,0.508985698223114
12,100,4,none,0,36,64.7421875,76.0078125,0.0,55.23828125,0.1925467699766159
12,100,4,none,0,37,66.1328125,74.4609375,0.0,55.19140625,-0.08183463662862778
12,100,4,none,0,38,64.59765625,74.953125,0.0,54.828125,-0.02206897735595703
12,100,4,none,0,39,65.359375,74.55859375,0.0,55.546875,0.1122734546661377
12,100,4,none,0,40,65.7421875,74.984375,0.0,55.20703125,-0.060089826583862305
12,100,4,none,0,41,64.93359375,74.46875,0.0,55.55859375,0.028875112533569336
12,100,4,none,0,42,64.77734375,74.82421875,0.0,55.7890625,0.18496236205101013
12,100,4,none,0,43,64.953125,74.6796875,0.0,55.76171875,0.13076314330101013
12,100,4,none,0,44,64.58203125,74.390625,0.0,55.8515625,0.08375772088766098
12,100,4,none,0,45,64.54296875,74.21484375,0.0,56.06640625,0.20742321014404297
12,100,4,none,0,46,65.06640625,74.48828125,0.0,55.73828125,0.09847132861614227
12,100,4,none,0,47,65.0546875,74.94140625,0.0,55.51953125,0.08255346864461899
12,100,4,none,0,48,64.1015625,74.93359375,0.0,56.0625,0.24850384891033173
12,100,4,none,0,49,63.4375,75.78125,0.0,55.6953125,0.2645195424556732
12,100,4,none,0,50,63.59765625,75.375,0.0,55.86328125,0.28626441955566406
12,100,4,none,0,51,63.70703125,75.515625,0.0,56.09765625,0.3126315474510193
12,100,4,none,0,52,64.37890625,74.5234375,0.0,56.03515625,0.25055474042892456
12,100,4,none,0,53,63.37890625,74.86328125,0.0,56.05078125,0.24980609118938446
12,100,4,none,0,54,64.0,75.09765625,0.0,56.32421875,0.3349297046661377
12,100,4,none,0,55,63.73046875,75.26953125,0.0,56.13671875,0.5348647832870483
12,100,4,none,0,56,64.73828125,74.4609375,0.0,56.109375,0.024675926193594933
12,100,4,none,0,57,63.3828125,75.21484375,0.0,56.21875,0.32522934675216675
12,100,4,none,0,58,64.00390625,74.3984375,0.0,56.671875,0.3941746652126312
12,100,4,none,0,59,63.140625,74.71875,0.0,56.35546875,0.5797214508056641
12,100,4,none,0,60,64.05078125,75.22265625,0.0,56.48828125,0.37861475348472595
12,100,4,none,0,61,63.7265625,74.82421875,0.0,56.29296875,0.42773565649986267
12,100,4,none,0,62,64.70703125,74.4140625,0.0,56.32421875,0.20820459723472595
12,100,4,none,0,63,63.53515625,74.72265625,0.0,56.1171875,0.3406914174556732
